,AVP_000_005,AVP_005_015,AVP_015_030,AVP_030_060,AVP_060_100,AVP_100_200,CLY_000_005,CLY_005_015,CLY_015_030,CLY_030_060,CLY_060_100,CLY_100_200,DER_000_999,NTO_000_005,NTO_005_015,NTO_015_030,NTO_030_060,NTO_060_100,NTO_100_200,PHW_005_015,PHW_015_030,PHW_030_060,PHW_060_100,PHW_100_200,PTO_000_005,PTO_005_015,PTO_015_030,PTO_030_060,PTO_060_100,PTO_100_200,SLT_000_005,SLT_005_015,SLT_030_060,SLT_060_100,SLT_100_200,pHc_000_005,pHc_005_015,pHc_015_030,pHc_030_060,pHc_060_100,pHc_100_200
NSAMDD0016,20.5,18.0,6.5,4.0,5.0,3.0,9.0,10.0,11.0,11.25,15.5,21.25,81.579544,0.07260199,0.06596583,0.047200955,0.03552814,0.025895111,0.022592489,8.2,8.4,8.725,9.05,8.8,0.018342672,0.017873127,0.016722754,0.015229637,0.015125399,0.01359815,6.75,6.5,7.75,9.0,9.0,6.4244013,6.5034447,6.6861396,7.0136914,7.2206845,7.4070992
NSAMDD0017,25.0,20.666666666666668,9.0,5.333333333333333,6.0,7.0,20.0,22.0,29.166666,29.166666,29.833334,34.833332,54.5378,0.09459894,0.079978205,0.052198138,0.034169655,0.024744263,0.02049171,6.8833337,7.2999997,7.883333,8.750001,8.05,0.032965776,0.03074242,0.02756229,0.025070682,0.024342725,0.020587796,13.166667,13.166667,14.166667,14.666667,11.5,6.220573,6.3300214,6.5611167,6.9548535,7.197265,7.406595
NSAMDD0018,17.0,13.5,6.25,4.0,4.25,4.5,14.75,15.25,18.75,24.25,26.75,30.25,42.155724,0.102565244,0.08751395,0.062235117,0.041280746,0.03065905,0.025340272,6.8,6.825,7.5750003,8.475,8.05,0.026291324,0.024439383,0.02156194,0.018908221,0.019668363,0.017592657,10.25,9.75,11.25,12.0,11.0,6.1329517,6.2249947,6.415206,6.7657394,7.0005984,7.1759477
NSAMDD0019,22.0,17.88888888888889,9.11111111111111,5.111111111111111,7.0,7.111111111111111,17.222221,17.777779,22.222221,23.11111,22.777779,29.333334,69.235504,0.087641045,0.07575168,0.04896052,0.033595346,0.024529211,0.020928025,6.5444446,6.9444447,7.822222,8.688889,8.122222,0.03066742,0.029037556,0.02643136,0.02401764,0.022734523,0.018777944,10.777778,12.222222,13.222222,13.222222,10.777778,6.1045723,6.2155943,6.471147,6.961377,7.244489,7.4002686
NSAMDD0020,23.833333333333332,19.5,9.0,5.166666666666667,6.833333333333333,7.0,17.833334,19.0,23.833334,24.166666,24.5,30.5,68.06007,0.10060658,0.086907364,0.055273533,0.03793563,0.027990831,0.024094246,6.4166665,6.85,7.75,8.55,8.016666,0.0337074,0.031852413,0.0287769,0.02611967,0.024849454,0.020455955,11.833333,13.0,13.666667,14.166667,10.833333,5.9482074,6.0533066,6.290577,6.764576,7.0446744,7.2144313
NSAMDD0021,23.25,19.25,10.0,6.25,8.0,8.0,16.0,18.0,21.0,21.5,21.0,28.25,65.809616,0.09457228,0.08184664,0.053363,0.036749978,0.02673703,0.02307665,5.95,6.2749996,7.1499996,8.4,7.95,0.030245634,0.028549787,0.025723765,0.023191823,0.022267237,0.018682674,11.25,13.5,14.0,13.75,10.5,6.1082973,6.21011,6.4360647,6.8751183,7.1502876,7.3139954
NSAMDD0022,8115.666666666667,8112.666666666667,8102.5,8100.333333333333,8100.333333333333,8100.333333333333,15.0,15.8,18.6,19.8,22.4,26.4,55.097126,0.1039772,0.09001978,0.05764407,0.039620288,0.029538516,0.025329312,6.3,6.56,7.5199995,8.34,7.84,0.033420686,0.031415194,0.028264757,0.02553599,0.024192821,0.020644302,11.6,12.6,13.6,14.8,10.0,5.910422,6.0098696,6.2175035,6.609459,6.8700347,7.0388656
NSAMDD0023,18.75,16.25,6.5,4.5,5.0,4.5,11.75,13.0,14.75,15.75,20.75,21.25,53.697502,0.0874859,0.077426575,0.049799554,0.034980044,0.024917858,0.021386024,6.525,7.225,7.6,7.975,7.8500004,0.029147651,0.027693244,0.024704529,0.021630317,0.020753253,0.019272847,9.75,10.0,10.75,12.0,8.75,6.804058,6.893352,7.1144047,7.2669125,7.4352584,7.538709
NSAMDD0024,18.0,15.25,6.0,4.0,5.0,5.0,13.5,15.25,17.0,18.5,21.75,23.75,59.181225,0.08176479,0.07226887,0.045770526,0.032059103,0.022896133,0.01981426,6.6499996,7.1,7.5,7.875,7.875,0.030226666,0.02875615,0.025703823,0.022713132,0.021594208,0.019975506,10.5,11.25,12.25,12.75,9.25,6.7469,6.8380547,7.0525165,7.1807656,7.3599443,7.4645247
NSAMDD0025,23.666666666666668,18.833333333333332,8.666666666666666,5.833333333333333,7.0,7.833333333333333,24.333334,25.0,25.666666,28.0,27.0,42.166668,47.850224,0.07052074,0.06332505,0.043636654,0.030631304,0.023030378,0.02027314,6.633333,7.2166667,7.8833337,8.166667,8.333333,0.03615464,0.03475684,0.03150562,0.029177405,0.029494567,0.027583575,15.666667,15.666667,17.166666,17.5,11.0,6.578312,6.6917434,6.888247,7.0653453,7.268475,7.4151444
NSAMDD0026,24.166666666666668,19.833333333333332,8.833333333333334,5.666666666666667,7.0,7.0,13.666667,14.5,18.0,20.5,23.0,32.666668,51.1212,0.06739291,0.0605576,0.0419315,0.029492365,0.021782605,0.019041253,7.166666,7.633333,8.033334,8.150001,8.316667,0.034554318,0.033406865,0.030525235,0.028678881,0.028786063,0.02704592,10.5,10.833333,12.833333,14.333333,10.5,6.577829,6.692917,6.882033,7.0960865,7.312266,7.456154
NSAMDD0027,26.0,21.25,9.75,5.5,6.0,5.0,11.75,14.25,17.75,21.25,21.75,26.0,4.5000668,0.07154018,0.06481746,0.044441946,0.031860806,0.02310727,0.020214288,6.2,6.85,7.5750003,7.7749996,7.925,0.026049778,0.025014274,0.022751948,0.021525193,0.022123909,0.020722128,8.75,9.75,11.5,11.75,9.75,6.4364915,6.5110607,6.6604795,6.851029,7.0204473,7.116776
NSAMDD0028,21.5,17.333333333333332,7.333333333333333,4.0,5.0,4.333333333333333,11.666667,12.5,16.0,17.666666,18.833334,27.5,6.447939,0.068609856,0.062217724,0.043637704,0.0311779,0.022411792,0.019569209,6.2500005,6.9666667,7.5166664,7.633333,8.066667,0.02434945,0.023483107,0.021250958,0.019965712,0.02009687,0.01883813,8.5,9.0,10.333333,10.833333,9.333333,6.406986,6.4910874,6.667301,6.849468,7.011893,7.130775
NSAMDD0029,26.5,22.333333333333332,8.5,4.5,5.833333333333333,4.5,12.5,13.333333,16.0,18.666666,21.166666,32.0,53.02046,0.061143443,0.055381477,0.036983848,0.026324475,0.018700073,0.016378127,7.266667,7.383333,7.7666664,8.066667,8.366666,0.02954379,0.02853282,0.026009763,0.024254382,0.024134599,0.022581907,11.0,11.0,12.0,13.833333,10.166667,6.6810136,6.759825,6.950842,7.1069007,7.2862573,7.417553
NSAMDD0030,29.333333333333332,24.833333333333332,9.833333333333334,6.5,6.833333333333333,5.166666666666667,15.833333,16.0,18.666666,20.5,22.166666,35.5,49.66232,0.06558255,0.059198167,0.03920498,0.027669096,0.019589676,0.017191263,7.183333,7.3833337,7.7999997,8.116666,8.35,0.03238855,0.031315338,0.028621463,0.02643773,0.026334038,0.024566615,12.0,11.333333,12.666667,14.0,10.833333,6.7103615,6.7897506,6.973802,7.1250854,7.3076463,7.4397492
NSAMDD0031,15.5,12.166666666666666,6.333333333333333,3.3333333333333335,4.0,3.0,10.5,11.333333,13.333333,14.0,19.333334,23.166666,36.802956,0.083219476,0.07376144,0.054563474,0.038728222,0.026818855,0.02296003,6.066667,6.4833336,7.116667,7.7999997,7.7833333,0.020988612,0.019894933,0.017873684,0.016268542,0.01587659,0.0140757775,7.8333335,8.333333,8.833333,10.0,9.0,6.1782527,6.253879,6.4790206,6.7220306,6.8944087,6.9986043
NSAMDD0032,16.5,13.25,6.25,3.5,4.0,3.25,13.25,14.5,17.25,19.5,24.5,27.75,36.633842,0.08020481,0.07036246,0.043662168,0.030472424,0.021646757,0.018844055,6.2250004,6.525,7.125,7.8999996,8.0,0.01858616,0.017435865,0.015282428,0.013703477,0.012797495,0.0109198615,9.25,9.5,10.0,11.75,10.0,5.86535,5.954872,6.22278,6.5194793,6.7334356,6.88014
NSAMUL0001,18.5,14.5,6.25,2.0,2.0,2.0,12.5,14.0,17.75,16.5,21.0,21.75,56.32891,0.047561254,0.0442726,0.035521798,0.026378036,0.020837601,0.01847633,6.4,6.4,6.75,7.2749996,7.7249994,0.02551647,0.024954986,0.02229874,0.020502402,0.02008121,0.01865594,8.75,8.75,8.75,11.0,9.0,6.0374603,6.064778,6.3020244,6.5738044,6.8572826,6.910051
NSAMUL0002,19.5,15.25,6.25,2.0,2.0,2.0,11.75,12.75,14.25,14.0,19.5,20.25,53.052914,0.04411889,0.04111392,0.033455234,0.024986738,0.01995634,0.017869154,6.5499997,6.6,6.95,7.275,7.4750004,0.024632407,0.024057979,0.021468462,0.019899214,0.019649556,0.01840583,8.0,8.5,8.0,10.5,8.5,6.0242615,6.0476184,6.2709136,6.5337095,6.8075404,6.8768334
NSAMUL0003,21.666666666666668,16.833333333333332,6.666666666666667,2.0,2.0,2.0,15.833333,15.5,18.666666,19.333334,22.333334,27.166666,50.077755,0.04514709,0.042065334,0.03377682,0.025278598,0.020699667,0.018629532,6.65,6.7166667,7.1,7.3833337,7.4833336,0.02521295,0.024628004,0.0219333,0.020165635,0.01986541,0.018639522,10.166667,9.833333,12.166667,13.666667,9.833333,5.966329,5.9952836,6.218216,6.4708996,6.7364106,6.7923336
NSAMUL0004,20.833333333333332,15.666666666666666,5.333333333333333,2.0,2.0,2.0,18.333334,19.333334,23.166666,23.0,26.166666,34.5,49.336117,0.052436795,0.04872572,0.036911655,0.0272459,0.021877905,0.01945818,6.2999997,6.5333333,6.933333,7.433333,7.6499996,0.027415494,0.026728602,0.02370228,0.021750227,0.021533864,0.02024753,11.333333,11.333333,11.666667,13.333333,10.833333,6.106426,6.1423707,6.3743587,6.610642,6.857345,6.8941045
NSANAN0001,5451.888888888889,5442.111111111111,5417.333333333333,5418.888888888889,5413.888888888889,5406.444444444444,13.125,14.125,17.5,21.375,22.125,30.25,1.3548986,0.24670765,0.20035625,0.11578402,0.07011123,0.041351717,0.031523794,5.8500004,5.625,5.6375,5.725,6.1375,0.061104905,0.057281934,0.047762096,0.04595264,0.04410338,0.03676866,13.5,13.875,13.375,13.5,15.125,4.626199,4.582489,4.7174478,4.734218,4.831978,4.8483977
NSANAN0002,61.5,50.0,22.166666666666668,24.5,19.166666666666668,10.333333333333334,12.5,13.5,17.5,21.166666,21.0,29.333334,1.5116682,0.25175998,0.20505446,0.117877774,0.07155887,0.041472,0.03165054,5.816666,5.6,5.666666,5.733333,6.183333,0.057883296,0.05436855,0.045461442,0.042439777,0.040400483,0.03382124,13.166667,13.0,13.0,12.833333,15.0,4.6626697,4.619452,4.7555766,4.780421,4.891046,4.9120016
NSANET0001,43.5,34.5,12.5,9.25,7.0,5.25,12.5,11.75,13.0,18.75,20.75,26.5,1.5757743,0.11945647,0.10123244,0.06712392,0.041567273,0.033504337,0.027029965,5.525,5.7000003,5.875,5.925,7.025,0.025111914,0.022783156,0.01778746,0.015907016,0.015089708,0.013254417,11.5,10.5,12.0,9.5,13.25,4.745516,4.6593084,4.7655897,4.7790203,4.924058,4.99627
NSANSS0001,20.25,15.25,8.5,6.5,8.0,5.0,15.25,15.25,18.25,25.5,30.5,32.25,6.2081447,0.12074484,0.10000607,0.0608306,0.038137823,0.027445177,0.02242963,5.6,5.675,5.7749996,5.7,5.7250004,0.02098652,0.019253368,0.016504627,0.015130343,0.014645415,0.01222612,13.0,14.0,14.0,12.25,11.25,4.9965014,5.0097,5.160144,5.202733,5.281913,5.4932046
NSANSS0002,18.75,14.0,8.0,6.5,7.75,4.0,17.0,18.5,21.75,28.25,36.0,38.5,5.4105625,0.1232609,0.10110296,0.059894606,0.03678833,0.02654047,0.021393858,5.5750003,5.75,5.9,6.125,6.3,0.024895208,0.023230765,0.019869898,0.017008273,0.016201476,0.012987638,12.75,13.25,12.0,12.5,12.0,5.0057735,5.0572042,5.2179236,5.2973857,5.4168196,5.711072
NSTNSS0001,28.5,21.25,7.0,4.0,4.5,4.25,24.75,25.5,31.75,30.5,30.75,28.25,1.602304,0.19338003,0.1602273,0.07591873,0.048073903,0.031403296,0.025944564,6.125,6.25,6.4249997,6.625,6.925,0.031848,0.029386302,0.023822421,0.017949447,0.016494928,0.013448551,15.5,16.25,14.75,13.5,13.0,5.0865855,5.011085,5.081281,5.1570907,5.358916,5.522643
NSTSYB0001,12.75,11.25,6.0,7.25,5.25,4.0,12.25,13.75,18.75,26.5,33.25,33.0,2.136458,0.23935656,0.19503386,0.110783406,0.0669557,0.042645805,0.03388193,5.025,5.075,5.1,5.275,5.275,0.028691774,0.026820896,0.022957766,0.020723503,0.020064298,0.017577741,12.5,12.0,15.0,16.75,14.75,4.400087,4.3907113,4.464588,4.442039,4.468254,4.2918873
NSTSYB0002,18.25,15.0,6.25,5.75,5.0,4.0,12.25,14.5,19.5,28.5,31.75,36.25,1.1591761,0.24504925,0.19751085,0.10433152,0.06331864,0.03837195,0.030427432,5.025,5.125,5.1,4.975,5.1,0.031450465,0.029293163,0.025376065,0.02245792,0.022096932,0.018967282,12.0,12.0,15.0,14.75,15.25,4.4039226,4.3754764,4.408351,4.3933387,4.4023147,4.335852
NSTSYB0003,17.25,14.0,6.0,6.0,5.75,4.0,13.75,19.75,24.5,27.5,34.75,40.5,3.2294228,0.24403968,0.1986367,0.103209525,0.06282014,0.03652504,0.029010477,4.7250004,5.0249996,5.175,5.125,5.275,0.03311017,0.03049684,0.025656132,0.023532763,0.023222601,0.019041365,13.5,14.25,14.5,16.5,15.5,4.313909,4.2880425,4.326711,4.337151,4.3717437,4.331671
NSTSYB0004,21.5,16.75,9.0,9.0,8.25,8.25,14.5,16.25,18.25,22.75,29.5,39.0,1.2977072,0.24373652,0.19251762,0.115004145,0.068541184,0.043422014,0.033912413,5.075,5.1499996,5.175,5.075,5.125,0.031402797,0.029000718,0.024134342,0.022280453,0.02216252,0.018162578,12.5,12.75,12.25,13.5,14.75,4.2157393,4.179513,4.229085,4.210803,4.2120214,4.159221
NSTSYB0005,15.5,13.0,7.0,10.0,7.0,4.5,14.25,15.0,16.5,19.5,21.75,27.0,1.3732591,0.22853734,0.18208773,0.10750897,0.06554691,0.038013183,0.028861163,5.1,5.075,5.125,5.2,5.1749997,0.030593816,0.028382327,0.02355865,0.02162563,0.0216398,0.017895538,10.5,10.75,11.25,10.0,10.5,4.1899567,4.1223907,4.1640735,4.1492267,4.163677,4.0872345
NSTSYB0006,21.166666666666668,16.166666666666668,8.666666666666666,8.166666666666666,6.333333333333333,4.0,17.166666,17.5,21.5,27.833334,35.0,37.0,5.6864095,0.20841952,0.16838045,0.0964666,0.058429245,0.037042726,0.028584503,4.7999997,5.0,5.066667,5.0833335,5.366667,0.03685412,0.03414074,0.02835896,0.028152192,0.028049141,0.022629807,15.5,15.0,15.0,16.0,14.333333,4.342089,4.275798,4.3139353,4.3117433,4.3496203,4.3158164
NSTSYB0007,15.5,11.75,9.0,9.0,6.0,4.25,15.75,17.75,22.75,30.5,34.0,39.5,5.034134,0.18892844,0.15211582,0.08427305,0.051485397,0.03484185,0.026418842,4.8,5.0,5.0,5.0,5.225,0.028064216,0.025950823,0.021267995,0.021565136,0.022444367,0.018687662,16.75,17.5,16.5,17.0,15.25,4.2832246,4.2104425,4.257262,4.2622147,4.3442116,4.346274
NSTSYB0008,14.75,11.0,6.0,3.75,3.5,2.75,17.0,18.0,21.5,27.75,35.5,37.0,1.5965836,0.1628003,0.13006921,0.07205835,0.043771654,0.03262202,0.026026897,4.95,5.375,5.4500003,5.75,6.3,0.026202299,0.024083821,0.01990344,0.0179958,0.017615823,0.014347104,17.0,16.75,16.25,15.5,14.0,4.6748953,4.5873446,4.6561866,4.7381797,4.8805647,4.954094
NSTSYB0009,15.5,12.75,6.5,9.5,6.75,5.0,14.25,16.0,17.25,21.5,27.0,30.0,1.2211835,0.25875273,0.20420429,0.12518415,0.074479885,0.04455523,0.034245454,5.2,5.175,5.275,5.375,5.35,0.026973428,0.025027985,0.020803146,0.01929978,0.019081173,0.015709387,13.75,14.5,13.0,12.5,12.5,4.1950264,4.144069,4.1854706,4.1504607,4.161704,4.0874505
NTAARP0001,6.0,4.75,2.75,2.0,2.0,2.0,5.75,6.5,9.25,11.0,12.75,17.0,13.361765,0.09423769,0.081724,0.053272277,0.03858824,0.026463415,0.024650916,5.575,5.9,6.0750003,6.1,5.9,0.020787634,0.019807013,0.01739429,0.016511077,0.01697953,0.016903201,3.75,4.5,5.75,6.0,7.0,4.985588,4.9888644,5.0693874,5.158868,5.2991376,5.4717145
NTAARP0002,4.25,3.5,2.5,2.0,2.0,2.0,7.0,7.0,8.5,9.75,12.25,13.0,11.39699,0.087278016,0.0763043,0.051562864,0.038107038,0.025124662,0.023388596,5.35,5.5999994,5.875,5.85,5.7749996,0.01628825,0.015538147,0.013673472,0.013099347,0.013600646,0.013585981,4.25,4.5,5.0,6.0,6.25,4.973885,4.9775953,5.0580835,5.1609054,5.3112183,5.4859204
NTAARP0003,9.833333333333334,7.666666666666667,3.3333333333333335,2.0,2.0,2.0,12.833333,14.0,14.333333,17.166666,20.166666,23.833334,2.3281283,0.08465483,0.07436257,0.049845923,0.03749619,0.029770382,0.028341236,5.4833336,5.7833333,6.233333,6.4500003,6.4500003,0.0218892,0.020954058,0.018438565,0.017124953,0.017571636,0.017433627,7.6666665,7.8333335,7.6666665,9.0,9.166667,5.072008,5.0699744,5.1495295,5.292704,5.52389,5.704864
NTAARP0004,7.25,6.0,3.5,2.0,2.0,2.0,7.0,7.5,8.25,10.0,11.0,12.0,9.051735,0.10443197,0.09124021,0.05301155,0.03740157,0.023742737,0.022357019,5.7750006,5.55,5.6,5.6,5.65,0.0160166,0.01519725,0.012692183,0.011986344,0.012067696,0.011511321,5.0,5.0,5.75,5.25,6.0,4.981439,4.973094,5.0443215,5.165261,5.3257904,5.470783
NTAARP0005,5.0,4.0,3.0,2.0,2.0,2.0,7.0,7.25,8.25,10.0,9.0,11.5,21.7099,0.09107221,0.07922838,0.048896756,0.034239616,0.022705851,0.021170955,5.6749997,5.6,5.7,5.7,5.8,0.014300592,0.013562421,0.011415539,0.010785124,0.010754827,0.01030342,5.0,5.0,5.5,4.75,5.75,4.98798,4.9806194,5.052764,5.186786,5.3573656,5.5116343
NTABRT0001,11.0,8.5,3.5,3.25,3.0,4.0,11.75,13.0,14.25,15.0,15.75,20.75,47.35414,0.04182166,0.03810106,0.03440918,0.02791563,0.0229073,0.022759955,5.4249997,5.95,6.375,6.45,6.8,0.02272062,0.022557555,0.02147335,0.02021635,0.020067886,0.019507898,6.75,6.5,7.5,7.5,7.75,6.1094236,6.141,6.2673035,6.4289384,6.594109,6.7553606
NTABRT0002,10.5,8.5,4.0,3.0,3.0,4.0,12.25,12.75,14.0,15.25,16.0,20.5,46.575584,0.04188326,0.038110632,0.03404229,0.027549451,0.023069907,0.023068754,5.4,5.95,6.3500004,6.45,6.7749996,0.022079483,0.021918295,0.0208236,0.019623106,0.019477572,0.018980445,7.25,6.5,8.0,8.0,7.75,6.1830163,6.214143,6.3420053,6.491751,6.6463747,6.8037925
NTABRT0003,14.0,11.0,5.0,4.0,3.0,4.0,12.5,12.75,14.75,15.75,18.25,20.0,42.835754,0.037529957,0.034048762,0.030071585,0.024315456,0.021036878,0.020989675,5.65,5.95,6.25,6.4249997,6.85,0.020528655,0.020388573,0.019381681,0.018349746,0.018261971,0.017730933,7.25,6.5,6.75,8.0,7.0,6.0522513,6.0822163,6.2087817,6.369169,6.521133,6.680854
NTABRT0004,10.5,7.25,3.0,2.0,2.75,3.0,10.5,11.5,13.5,16.5,15.0,18.25,52.06893,0.035431206,0.032284353,0.027646817,0.022460219,0.017490692,0.016874894,6.2749996,6.325,6.475,6.55,6.65,0.018650502,0.018561801,0.017598204,0.016788755,0.016791034,0.016332783,6.25,6.5,6.75,8.25,7.75,5.697738,5.7318635,5.857718,6.0294986,6.2346797,6.4139237
NTABRT0005,10.666666666666666,7.666666666666667,4.0,2.0,3.0,3.0,9.0,9.5,12.0,14.0,13.5,16.5,52.656506,0.03648608,0.03313161,0.02921815,0.023660013,0.01815934,0.017707732,6.283333,6.25,6.383333,6.4500003,6.4,0.018339625,0.018250568,0.01727751,0.016685037,0.016670356,0.016194103,6.0,5.8333335,7.0,7.6666665,7.5,5.7128735,5.746714,5.8755584,6.0391903,6.244765,6.419014
NTABRT0006,9.75,7.0,3.5,2.0,3.0,3.0,10.0,11.0,13.0,15.75,13.5,17.25,52.600876,0.04018794,0.036569893,0.03183852,0.025721647,0.019530587,0.018768052,6.2749996,6.2749996,6.45,6.525,6.5,0.018756278,0.018665358,0.017689887,0.016833259,0.016810872,0.016327476,6.0,6.0,6.5,8.0,7.5,5.7102685,5.7445583,5.8720765,6.0391097,6.2458034,6.422167
NTABRT0007,12.0,9.0,4.0,2.0,3.0,3.0,9.5,10.75,12.5,15.0,14.75,17.0,48.903046,0.036333665,0.03303311,0.028395463,0.02302831,0.018107649,0.017574156,6.2,6.25,6.425,6.45,6.4,0.019073332,0.018968526,0.017961342,0.01716434,0.017086826,0.016609564,6.5,6.5,7.0,8.0,8.0,5.740195,5.773936,5.900857,6.064803,6.2701416,6.450286
NTABRT0008,26.75,22.25,9.75,5.5,4.0,2.25,14.5,15.75,20.0,21.75,23.75,24.25,3.0822434,0.03909822,0.035858013,0.031121237,0.026209636,0.021012023,0.021148456,6.325,6.4249997,6.6,6.825,6.725,0.021501573,0.02129049,0.020082569,0.01906373,0.01944262,0.019343348,8.0,8.5,9.25,9.5,9.25,5.763268,5.7739706,5.8592863,5.8997726,5.9949517,6.082182
NTADAC0001,4.166666666666667,3.1666666666666665,2.1666666666666665,1.8333333333333333,2.0,2.0,9.0,11.0,14.0,16.5,19.5,24.0,29.98821,0.08681583,0.07478611,0.051735748,0.03699435,0.027119217,0.024841448,5.7333336,5.7333336,5.8333335,5.7333336,5.783333,0.016389495,0.015347329,0.013641957,0.012747441,0.013481922,0.013971672,6.8333335,7.0,8.0,9.0,9.666667,4.8292747,4.856557,4.9230213,5.0284,5.2139797,5.47036
NTADAC0002,4.833333333333333,4.333333333333333,3.0,2.0,2.0,2.0,7.1666665,7.8333335,9.166667,13.166667,18.333334,25.666666,18.215296,0.08804732,0.076331146,0.049787443,0.03556176,0.02620264,0.024182314,5.6999993,5.883333,6.0,6.116667,6.0,0.017642148,0.016654992,0.0143207,0.013167524,0.01328735,0.012761071,5.6666665,5.6666665,6.8333335,7.8333335,9.666667,4.9952154,4.9834886,5.0645995,5.1975026,5.394975,5.56419
NTADMR0001,13.5,10.75,5.0,2.25,2.0,2.0,13.0,15.0,19.75,23.25,21.5,25.5,18.651585,0.046302784,0.041434526,0.032080393,0.024908379,0.01890678,0.018180994,5.9,6.175,6.45,6.475,6.65,0.018815972,0.018381963,0.017257808,0.016357658,0.016545607,0.01695474,8.0,8.0,10.0,9.0,9.5,5.176437,5.1958637,5.292788,5.4112716,5.6248875,5.89205
NTADMR0002,12.0,9.5,5.0,2.75,2.0,2.0,12.0,14.0,18.5,21.0,19.5,21.75,18.389402,0.038981024,0.035069242,0.02934565,0.02309673,0.017486455,0.017168831,5.975,6.15,6.3500004,6.45,6.7250004,0.018910818,0.018539043,0.017455984,0.01669239,0.016727198,0.017173845,7.0,7.5,9.0,8.5,9.0,5.2295995,5.248811,5.3456726,5.474257,5.674947,5.9092064
NTAFIN0001,16.5,12.5,6.0,3.5,3.0,3.0,9.5,9.75,12.5,16.0,15.75,14.5,42.64637,0.032697856,0.030349791,0.026442382,0.021981526,0.019402811,0.018418051,6.7749996,7.25,7.475,7.55,7.6000004,0.015995074,0.015320828,0.014200613,0.014326415,0.015109962,0.014451849,6.5,6.5,8.0,7.75,7.0,5.9693103,6.0539174,6.2061954,6.429909,6.6423306,6.8511605
NTAFIN0002,16.5,12.5,5.0,3.0,2.0,2.0,9.75,11.0,12.5,15.0,16.75,17.0,6.713324,0.03162163,0.029338207,0.024569439,0.020606903,0.018680751,0.017781455,6.65,6.975,7.175,7.2000003,7.1,0.016100748,0.015370925,0.014248724,0.015426503,0.015968438,0.015302659,6.25,6.5,7.5,7.75,8.0,5.538699,5.6097097,5.7287555,5.9036775,6.0744286,6.2306705
NTAFIN0003,16.5,12.5,6.0,3.1666666666666665,3.0,3.0,8.333333,9.0,10.666667,15.5,16.5,15.0,44.999096,0.031227658,0.028970554,0.02545973,0.021202115,0.018489212,0.017418353,6.6499996,7.1,7.4,7.5,7.7166667,0.016510753,0.015804002,0.014638561,0.014912501,0.015597927,0.014874406,5.8333335,6.0,8.5,8.5,6.6666665,5.9733357,6.057239,6.2072964,6.433108,6.646213,6.8550587
NTAFIN0004,18.25,14.0,5.0,2.75,2.0,2.0,9.0,10.0,12.5,13.0,16.0,15.25,3.2611837,0.032511145,0.030171234,0.025820002,0.021388348,0.019858317,0.018798053,5.7250004,6.625,6.8,6.9,7.0750003,0.01578025,0.015035592,0.013950115,0.014487787,0.015026516,0.014478372,7.0,7.0,8.0,8.0,7.25,5.4463816,5.494392,5.597516,5.7293677,5.872296,6.0236683
NTAFIN0005,15.0,11.75,5.0,3.0,3.0,2.0,9.5,11.75,14.0,16.5,15.5,17.25,6.115376,0.03205803,0.029839216,0.02440264,0.020266727,0.018541941,0.0177791,6.325,6.875,7.2,7.1499996,7.2249994,0.016894594,0.01612477,0.014928789,0.015465141,0.01585515,0.015126295,6.75,6.75,7.75,7.5,7.5,5.542731,5.591046,5.701866,5.8530827,6.019528,6.184621
NTAFIN0006,15.75,12.0,5.0,3.0,3.0,2.0,8.75,9.0,9.25,10.5,13.25,14.75,14.807007,0.027803529,0.025936939,0.022620214,0.019077267,0.017944826,0.017168194,6.475,7.025,7.2,7.1499996,7.1499996,0.016684625,0.01591506,0.014963405,0.016056279,0.016670823,0.015981592,6.0,6.0,6.75,6.75,7.0,5.486141,5.542013,5.662021,5.8163104,5.993904,6.153934
NTAFIN0007,14.5,11.25,5.0,3.0,2.0,2.0,11.0,11.5,13.25,17.25,16.0,17.5,9.076096,0.032592446,0.030179013,0.027344543,0.022581311,0.020306975,0.01922686,7.525,7.6,7.6,7.75,7.35,0.015696483,0.015008128,0.013892018,0.013795581,0.014518097,0.013969446,6.0,7.0,8.0,7.0,7.5,6.083294,6.1854157,6.331425,6.56526,6.7856836,6.9843116
NTAFIN0008,16.75,13.5,6.0,3.25,3.0,3.0,9.0,9.25,10.0,14.75,13.75,15.75,8.500857,0.03462541,0.032008793,0.02866505,0.023575008,0.021118004,0.020162893,6.9249997,7.15,7.4249997,7.625,7.6,0.017135896,0.016408773,0.015250262,0.01523301,0.016097356,0.01547023,6.25,6.0,7.75,7.5,7.25,6.2650065,6.369531,6.5239024,6.7398815,6.957136,7.1505632
NTAFIN0009,14.75,11.0,5.25,3.0,3.0,2.0,6.25,7.25,8.25,10.5,12.75,13.5,41.360863,0.028342206,0.026328227,0.023175493,0.019323632,0.017949183,0.017009553,6.1499996,6.5999994,6.8,6.9,7.025,0.014707103,0.0140465945,0.013018775,0.01376925,0.0142470235,0.013584575,4.5,4.75,6.25,6.25,6.25,5.667637,5.740094,5.8871417,6.118766,6.3362055,6.5488296
