"","soil.char.site_unique","soil.char.site_location_name","soil.char.site_location_visit_id","soil.char.upper_depth","soil.char.lower_depth","soil.char.horizon","soil.char.texture_grade","soil.char.texture_qualifier","soil.char.texture_modifier","soil.char.colour_when_moist","soil.char.colour_when_dry","soil.char.mottles_colour","soil.char.mottles_abundance","soil.char.mottles_size","soil.char.segregations_abundance","soil.char.segregations_size","soil.char.segregations_nature","soil.char.segregations_form","soil.char.comments","soil.char.collected_by","soil.char.smallest_size_1","soil.char.smallest_size_2","soil.char.effervescence","soil.char.ec","soil.char.ph","soil.char.pedality_grade","soil.char.pedality_fabric","soil.char.next_size_type_2","soil.char.next_size_type_1","soil.char.smallest_size_type_2","soil.char.smallest_size_type_1","soil.char.next_size_2","soil.char.next_size_1","soil.char.layer_barcode"
"2586","WAANOK0002-58754","WAANOK0002",58754,0.4,0.5,"A2","CLS","+","NC","5YR 5/6","5YR 5/6","n/a","0","n/a","NC","NC","NC","NC","Pit in NE corner. Slight slope. Too rocky for Bulk density sampling.",13,"1",NA,"N",0.009,5.8,"M","NC","NC","PO","NC","GR",NA,"2","WAA051433"
"2587","WAANOK0002-58754","WAANOK0002",58754,0.5,0.6,"A2","CLS","+","NC","5YR 5/6","5YR 5/6","n/a","0","n/a","NC","NC","NC","NC","Pit in NE corner. Slight slope. Too rocky for Bulk density sampling.",13,"1",NA,"N",0.007,6.4,"M","NC","NC","PO","NC","GR",NA,"2","WAA051434"
"2588","WAANOK0002-58754","WAANOK0002",58754,0.6,0.7,"A2","CLS","+","NC","5YR 5/6","5YR 5/6","n/a","0","n/a","NC","NC","NC","NC","Pit in NE corner. Slight slope. Too rocky for Bulk density sampling.",13,"1",NA,"N",0.011,6.1,"M","NC","NC","PO","NC","GR",NA,"2","WAA051435"
"2589","VCAAUA0007-58543","VCAAUA0007",58543,0.2,0.3,"A","CS","NC","NC","10YR 3/3","10YR 3/4","NC","NC","NC","NC","NC","NC","NC"," site set in large amphitheatre type depression surrounded by mountains on all sides. Horizon O was 0-1cm, horizon A 1-30cm.",31,"2",NA,"N",0.04,4.65,"S","R","NC","PO","NC","PO",NA,"5","VCA001251"
"2590","NSABHC0014-53609","NSABHC0014",53609,0,0.1,"A","NC","NC","NC",NA,NA,"NC","0","NC","NC","NC","NC","NC",NA,7,"11",NA,"NC",NA,NA,"NC","NC",NA,"NC",NA,"NC",NA,"11","NSA050442"
"2591","SATFLB0012-58677","SATFLB0012",58677,0,0.05,"NC","SL","NC","NC","10YR 3/2","10YR 4/3","n/a","0","n/a","NC","NC","NC","NC","Not enough to texture sample at 20-40cm. Visually different to previous sample possibly clay.",32,"1",NA,"N",0.004,6.8,"W","NC","NC","PO","NC","GR",NA,"2","SAA000845"
"2592","SATFLB0012-58677","SATFLB0012",58677,0.05,0.1,"NC","SL","NC","NC","10YR 3/2","10YR 5/2","n/a","0","n/a","NC","NC","NC","NC","Not enough to texture sample at 20-40cm. Visually different to previous sample possibly clay.",32,"1",NA,"N",0.024,5.69,"W","NC","NC","PO","NC","GR",NA,"2","SAA000846"
"2593","SATFLB0012-58677","SATFLB0012",58677,0.1,0.2,"NC","SL","NC","NC","10YR 5/4","10YR 6/2","n/a","0","n/a","NC","NC","NC","NC","Not enough to texture sample at 20-40cm. Visually different to previous sample possibly clay.",32,"1",NA,"N",0.025,5.68,"W","NC","NC","PO","NC","GR",NA,"2","SAA000847"
"2594","SATFLB0012-58677","SATFLB0012",58677,0.2,0.4,"NC","NC","NC","NC",NA,"10YR 5/3","n/a","0","n/a","NC","NC","NC","NC","Not enough to texture sample at 20-40cm. Visually different to previous sample possibly clay.",32,NA,NA,"N",0.032,5.97,"NC","NC","NC","NC","NC","NC",NA,NA,"SAA000848"
"2595","WAANOK0004-58756","WAANOK0004",58756,0,0.1,"A1","L","NC","NC","7.5YR 3/4","7.5YR 4/6","n/a","0","n/a","0","n/a","n/a","n/a","Pit 40 meters north of SW corner. Soil too hard for Bulk Density sampling.",32,"10",NA,"N",0.016,5.8,"NC","NC","NC","n/a","NC","n/a",NA,"10","WAA051365"
"2596","WAANOK0004-58756","WAANOK0004",58756,0.1,0.2,"A1","CL","NC","NC","7.5YR 3/4","7.5YR 4/6","n/a","0","n/a","NC","NC","NC","NC","Pit 40 meters north of SW corner. Soil too hard for Bulk Density sampling.",32,"1",NA,"N",0.008,5.8,"M","NC","NC","PO","NC","GR",NA,"2","WAA051366"
"2597","WAANOK0004-58756","WAANOK0004",58756,0.2,0.3,"A1","CL","NC","NC","7.5YR 3/6","5YR 4/4","n/a","0","n/a","NC","NC","NC","NC","Pit 40 meters north of SW corner. Soil too hard for Bulk Density sampling.",32,"1",NA,"N",0.008,5.9,"M","NC","NC","PO","NC","GR",NA,"2","WAA051367"
"2598","WAANOK0004-58756","WAANOK0004",58756,0.3,0.4,"A2","CL","NC","NC","7.5YR 3/6","5YR 4/4","n/a","0","n/a","NC","NC","NC","NC","Pit 40 meters north of SW corner. Soil too hard for Bulk Density sampling.",32,"1",NA,"N",0.01,6,"M","NC","NC","PO","NC","GR",NA,"2","WAA051368"
"2599","WAANOK0004-58756","WAANOK0004",58756,0.4,0.5,"A2","CL","+","NC","5YR 3/8","5YR 4/6","n/a","0","n/a","NC","NC","NC","NC","Pit 40 meters north of SW corner. Soil too hard for Bulk Density sampling.",32,"1",NA,"N",0.008,5.9,"NC","NC","NC","PO","NC","GR",NA,"2","WAA051369"
"2600","WAANOK0004-58756","WAANOK0004",58756,0.85,0.95,"B1","LMC","NC","NC","5YR 4/6","5YR 4/6","n/a","0","n/a","NC","NC","NC","NC","Pit 40 meters north of SW corner. Soil too hard for Bulk Density sampling.",32,"1",NA,"N",0.012,5.7,"NC","NC","NC","PO","NC","GR",NA,"2","WAA051373"
"2601","WAANOK0004-58756","WAANOK0004",58756,0.75,0.85,"B1","LMC","NC","NC","5YR 4/6","5YR 4/6","n/a","0","n/a","NC","NC","NC","NC","Pit 40 meters north of SW corner. Soil too hard for Bulk Density sampling.",32,"1",NA,"N",0.01,6.1,"NC","NC","NC","PO","NC","GR",NA,"2","WAA051372"
"2602","WAANOK0004-58756","WAANOK0004",58756,0.65,0.75,"A2","LMC","NC","NC","5YR 4/6","5YR 4/6","n/a","0","n/a","NC","NC","NC","NC","Pit 40 meters north of SW corner. Soil too hard for Bulk Density sampling.",32,"1",NA,"N",0.011,5.9,"NC","NC","NC","PO","NC","GR",NA,"2","WAA051371"
"2603","WAANOK0004-58756","WAANOK0004",58756,0.5,0.65,"A2","LC","NC","NC","5YR 4/6","5YR 4/6","n/a","0","n/a","NC","NC","NC","NC","Pit 40 meters north of SW corner. Soil too hard for Bulk Density sampling.",32,"1",NA,"N",0.01,6.1,"NC","NC","NC","PO","NC","GR",NA,"2","WAA051370"
"2604","SAAEYB0002-58852","SAAEYB0002",58852,0,0.05,"A11","LS","+","NC","7.5YR43","7.5YR53","n/a","0","n/a","0","n/a","n/a","n/a","Pit in SE corner. Site has scaldy surface with sparse groundcover. Horizon 1 is strongly hydrophobic. Horizon 3 consists of calcrete pan 3KDN with little soil between cracks in calcrete. Soil pit stopped by calcrete pan (4KC-) by 40cm. Land Unit mapped as MOWYdL1 (Moorowie Land System) and soil type is B1- shallow highly calcareous sands and sandy loams on calcrete (The Soils of Southern South Australia 2009).   One bulk density 0-10cm was sampled.  Barcodes for bulk samples for 0-10 cm (9 subsites) SAA 051937, 10-20cm (9 subsites) SAA 051938, 20-30cm (9 subsites) SAA 051939. Date of soil pits and photo points: 10/09/2020	",42,NA,NA,"H",0.849,8.4,"G","NC","NC","NC","NC","NC",NA,NA,"SAA 051498"
"2605","SAAEYB0002-58852","SAAEYB0002",58852,0.05,0.2,"A12","LS","NC","NC","7.5YR43","7.5YR52","n/a","0","n/a","0","n/a","n/a","n/a","Pit in SE corner. Site has scaldy surface with sparse groundcover. Horizon 1 is strongly hydrophobic. Horizon 3 consists of calcrete pan 3KDN with little soil between cracks in calcrete. Soil pit stopped by calcrete pan (4KC-) by 40cm. Land Unit mapped as MOWYdL1 (Moorowie Land System) and soil type is B1- shallow highly calcareous sands and sandy loams on calcrete (The Soils of Southern South Australia 2009).   One bulk density 0-10cm was sampled.  Barcodes for bulk samples for 0-10 cm (9 subsites) SAA 051937, 10-20cm (9 subsites) SAA 051938, 20-30cm (9 subsites) SAA 051939. Date of soil pits and photo points: 10/09/2020	",42,NA,NA,"H",0.234,8.6,"G","NC","NC","NC","NC","NC",NA,NA,"SAA 051499"
"2606","NSABHC0014-53609","NSABHC0014",53609,0.1,0.2,NA,"NC","NC","NC",NA,NA,"NC","0","NC","NC","NC","NC","NC",NA,7,"11",NA,"NC",NA,NA,"NC","NC",NA,"NC",NA,"NC",NA,"11","NSA050443"
"2607","SAAFLB0005-58618","SAAFLB0005",58618,0.4,0.65,"B","L","NC","NC","5YR 3/2","5YR 4/3","n/a","0","n/a","1","1","H","R",NA,31,"1",NA,"M",0.119,7.89,"M","NC","NC","PO","NC","GR",NA,"2","SAA000669"
"2608","SATFLB0015-58676","SATFLB0015",58676,0,0.05,"O","S","NC","NC","10YR 2/1","10YR 3/2","NC","NC","NC","NC","NC","NC","NC",NA,31,"1",NA,"N",0.068,4.98,"W","NC","NC","PO","NC","PO",NA,"2","SAA000849"
"2609","SATFLB0015-58676","SATFLB0015",58676,0.05,0.15,"A","LS","NC","NC","10YR 3/1","10YR 5/3","NC","NC","NC","NC","NC","NC","NC",NA,31,"1",NA,"N",0.067,5.16,"W","NC","NC","PO","NC","PO",NA,"2","SAA000850"
"2610","SATFLB0015-58676","SATFLB0015",58676,0.15,0.4,"A","LS","NC","NC","10YR 5/4","10YR 5/6","NC","NC","NC","NC","NC","NC","NC",NA,31,"1",NA,"N",0.052,5.41,"W","NC","NC","PO","NC","PO",NA,"2","SAA000851"
"2611","SATFLB0015-58676","SATFLB0015",58676,0.4,0.55,"A","CS","NC","NC","10YR 5/8","10YR 6/6","NC","NC","NC","NC","NC","NC","NC",NA,31,"1",NA,"N",0.035,5.37,"W","NC","NC","PO","NC","PO",NA,"2","SAA000852"
"2612","SATFLB0015-58676","SATFLB0015",58676,0.55,0.65,"B","CL","NC","NC","10YR 6/6","10YR 6/8","O","1","1","NC","NC","NC","NC",NA,31,"1",NA,"N",0.04,5.43,"W","NC","NC","PO","NC","PO",NA,"2","SAA000853"
"2613","SATFLB0015-58676","SATFLB0015",58676,0.65,0.75,"B","CL","NC","NC","7.5YR 6/6","7.5YR 6/8","O","2","2","NC","NC","NC","NC",NA,31,"1",NA,"N",0.04,5.36,"W","NC","NC","PO","NC","PO",NA,"2","SAA000854"
"2614","SATFLB0015-58676","SATFLB0015",58676,0.75,0.85,"B","CL","NC","NC","7.5YR 6/6","7.5YR 6/8","O","2","2","NC","NC","NC","NC",NA,31,"1",NA,"N",0.027,5.45,"W","NC","NC","PO","NC","PO",NA,"2","SAA000855"
"2615","SATFLB0015-58676","SATFLB0015",58676,0.85,0.95,"B","SL","NC","NC","10YR 6/8","10YR 8/8","NC","NC","NC","NC","NC","NC","NC",NA,31,"1",NA,"N",0.028,5.35,"W","NC","NC","PO","NC","PO",NA,"2","SAA000856"
"2616","SATFLB0015-58676","SATFLB0015",58676,0.95,1,"B","SL","NC","NC","10YR 7/6","10YR 8/6","NC","NC","NC","NC","NC","NC","NC",NA,31,"1",NA,"N",0.021,5.48,"W","NC","NC","PO","NC","PO",NA,"2","SAA000857"
"2617","WAANOK0005-58746","WAANOK0005",58746,0,0.2,"A1","LS","n/a","F","5YR 3/2","5YR 5/4","n/a","0","n/a","0","n/a","n/a","n/a","Rocky outcrop, pit in sandy valley. All BD taken. CU = SA - Sandstone?",32,"1",NA,"N",0.02,5.3,"W","NC","NC","PO","NC","GR",NA,"2","WAA052415"
"2618","WAANOK0005-58746","WAANOK0005",58746,0.2,0.4,"A2","LS","n/a","F","5YR 3/4","7.5YR 3/8","n/a","0","n/a","0","n/a","n/a","n/a","Rocky outcrop, pit in sandy valley. All BD taken. CU = SA - Sandstone?",32,"1",NA,"N",0.012,4.9,"W","NC","NC","PO","NC","GR",NA,"2","WAA052416"
"2619","WAANOK0005-58746","WAANOK0005",58746,0.4,0.6,"A2","LS","n/a","F","7.5YR 2/8","7.5YR 4/6","n/a","0","n/a","0","n/a","n/a","n/a","Rocky outcrop, pit in sandy valley. All BD taken. CU = SA - Sandstone?",32,"1",NA,"N",0.009,5,"W","NC","NC","PO","NC","GR",NA,"2","WAA052417"
"2620","WAANOK0005-58746","WAANOK0005",58746,0.6,0.8,"A2","LS","n/a","F","5YR 4/6","5YR 4/8","n/a","0","n/a","0","n/a","n/a","n/a","Rocky outcrop, pit in sandy valley. All BD taken. CU = SA - Sandstone?",32,"1",NA,"N",0.018,4.8,"W","NC","NC","PO","NC","GR",NA,"2","WAA052418"
"2621","WAANOK0005-58746","WAANOK0005",58746,0.8,1,"A2","LS","n/a","F","5YR 3/8","5YR 5/6","n/a","0","n/a","0","n/a","n/a","n/a","Rocky outcrop, pit in sandy valley. All BD taken. CU = SA - Sandstone?",32,"1",NA,"N",0.025,4.7,"W","NC","NC","PO","NC","GR",NA,"2","WAA052419"
"2622","SAAEYB0002-58852","SAAEYB0002",58852,0.2,0.4,"Bk","LS","NC","NC","7.5YR43","7.5YR52","n/a","0","n/a","NC","NC","NC","NC","Pit in SE corner. Site has scaldy surface with sparse groundcover. Horizon 1 is strongly hydrophobic. Horizon 3 consists of calcrete pan 3KDN with little soil between cracks in calcrete. Soil pit stopped by calcrete pan (4KC-) by 40cm. Land Unit mapped as MOWYdL1 (Moorowie Land System) and soil type is B1- shallow highly calcareous sands and sandy loams on calcrete (The Soils of Southern South Australia 2009).   One bulk density 0-10cm was sampled.  Barcodes for bulk samples for 0-10 cm (9 subsites) SAA 051937, 10-20cm (9 subsites) SAA 051938, 20-30cm (9 subsites) SAA 051939. Date of soil pits and photo points: 10/09/2020	",42,NA,NA,"H",0.194,8.7,"G","NC","NC","NC","NC","NC",NA,NA,"SAA 051500"
"2623","NSABHC0014-53609","NSABHC0014",53609,0.2,0.3,NA,"NC","NC","NC",NA,NA,"NC","0","NC","NC","NC","NC","NC",NA,7,"11",NA,"NC",NA,NA,"NC","NC",NA,"NC",NA,"NC",NA,"11","NSA050444"
"2624","SAAKAN0005-58624","SAAKAN0005",58624,0,0.05,"A","SL","NC","NC","10YR 4/3","10YR 5/3","n/a","0","n/a","0","n/a","n/a","n/a",NA,32,"1",NA,"N",0.017,6.35,"M","NC","NC","PO","NC","GR",NA,"2","SAA000971"
"2625","SAAKAN0005-58624","SAAKAN0005",58624,0.05,0.1,"A","SL","NC","NC","10YR 5/8","10YR 5/6","n/a","0","n/a","0","n/a","n/a","n/a",NA,32,"1",NA,"N",0.02,6.13,"M","NC","NC","PO","NC","GR",NA,"2","SAA000972"
"2626","SAAKAN0005-58624","SAAKAN0005",58624,0.1,0.2,"B","CS","NC","NC","10YR 6/6","10YR 6/6","n/a","0","n/a","0","n/a","n/a","n/a",NA,32,"1",NA,"N",0.01,5.84,"M","NC","NC","PO","NC","GR",NA,"2","SAA000973"
"2627","SAAKAN0005-58624","SAAKAN0005",58624,0.2,0.3,"B","CS","NC","NC","10YR 6/6","10YR 6/6","n/a","0","n/a","0","n/a","n/a","n/a",NA,32,"1",NA,"N",0.01,6.13,"M","NC","NC","PO","NC","GR",NA,"2","SAA000974"
"2628","SAAKAN0005-58624","SAAKAN0005",58624,0.3,0.4,"B","CS","NC","NC","10YR 6/6","10YR 6/6","n/a","0","n/a","0","n/a","n/a","n/a",NA,32,"1",NA,"N",0.009,6.11,"M","NC","NC","PO","NC","GR",NA,"2","SAA000975"
"2629","SAAKAN0005-58624","SAAKAN0005",58624,0.4,0.5,"B","CS","NC","NC","10YR 6/6","10YR 6/6","n/a","0","n/a","0","n/a","n/a","n/a",NA,32,"1",NA,"N",0.011,5.63,"M","NC","NC","PO","NC","GR",NA,"2","SAA000976"
"2630","SAAKAN0004-58623","SAAKAN0004",58623,0.2,0.3,"NC","CL","NC","NC","10YR 6/6 ","7.5YR 6/4","NC","NC","NC","NC","NC","NC","NC","Charcoal notes in 30-40cm sample, clay throughout",32,"1",NA,"N",0.014,5.89,"W","NC","NC","PO","NC","GR",NA,"2","SAA000937"
"2631","SAAKAN0004-58623","SAAKAN0004",58623,0.6,0.7,"NC","LC","NC","NC","10YR 7/8","10YR 7/8","NC","NC","NC","NC","NC","NC","NC","Charcoal notes in 30-40cm sample, clay throughout",32,"1",NA,"N",0.014,5.26,"S","NC","NC","PO","NC","GR",NA,"2","SAA000941"
"2632","SAAKAN0004-58623","SAAKAN0004",58623,0.8,0.9,"NC","LC","NC","NC","10YR 7/8","10YR 7/6","NC","NC","NC","NC","NC","NC","NC","Charcoal notes in 30-40cm sample, clay throughout",32,"1",NA,"N",0.015,5.05,"S","NC","NC","PO","NC","GR",NA,"2","SAA000943"
"2633","VCAAUA0002-58635","VCAAUA0002",58635,0.2,0.3,"B","SCL","NC","F","10YR3/3","10YR4/4","n/a","0","n/a","0","n/a","n/a","n/a","Mainly vegetational substrate",31,"1",NA,"N",0.04,4.8,"M","R","NC","PO","NC","PO",NA,"4","VCA001119"
"2634","VCAAUA0002-58635","VCAAUA0002",58635,0,0.1,"A","CS","NC","F","10YR3/2","10YR4/2","n/a","0","n/a","0","n/a","n/a","n/a","Mainly vegetational substrate",31,"1",NA,"N",0.053,4.77,"W","R","NC","PO","NC","PO",NA,"2","VCA001117"
"2635","VCAAUA0002-58635","VCAAUA0002",58635,0.1,0.2,"B","SCL","NC","F","10YR3/3","10YR5/4","n/a","0","n/a","0","n/a","n/a","n/a","Mainly vegetational substrate",31,"1",NA,"N",0.05,4.8,"M","R","NC","PO","NC","PO",NA,"5","VCA001118"
"2636","NSABHC0014-53609","NSABHC0014",53609,0.3,0.4,NA,"NC","NC","NC",NA,NA,"NC","0","NC","NC","NC","NC","NC",NA,7,"11",NA,"NC",NA,NA,"NC","NC",NA,"NC",NA,"NC",NA,"11","NSA050445"
"2637","QDACYP0016-58601","QDACYP0016",58601,0,0.05,"A1","LS","NC","NC","5YR 2.5/1","5YR 4/3","n/a","0","n/a","0","n/a","n/a","n/a","Pit to 1m, sandy, orange.",31,"2",NA,"N",0.035,5.74,"S","NC","NC","PO","NC","PO",NA,"3","QDA054745"
"2638","QDACYP0016-58601","QDACYP0016",58601,0.05,0.1,"A2","LS","NC","K","5YR 4/2","5YR 5/4","n/a","0","n/a","0","n/a","n/a","n/a","Pit to 1m, sandy, orange.",31,"2",NA,"N",0.029,5.96,"S","NC","NC","PO","NC","PO",NA,"3","QDA054746"
"2639","VCAAUA0004-58612","VCAAUA0004",58612,0.1,0.2,"B","CS","NC","NC","10YR 3/2","10YR 3/3","n/a","0","n/a","0","n/a","n/a","n/a","Micro relief O=Rocky outcrop.  Soil Surface Covered with vegetation. 0-10cm horizon- no clear transition of A horizon to 10-20cm. ",31,"2",NA,"N",0.046,4.9,"M","R","NC","PO","NC","PO",NA,"4","VCA001171"
"2640","QDACYP0016-58601","QDACYP0016",58601,0.1,0.25,"A3","LS","NC","NC","5YR 4/3","5YR 5/6","n/a","0","n/a","1","2","H","R","Pit to 1m, sandy, orange.",31,"2",NA,"N",0.031,5.83,"M","NC","NC","PO","NC","PO",NA,"3","QDA054747"
"2641","QDACYP0016-58601","QDACYP0016",58601,0.25,0.5,"B2","CS","-","K","2.5YR 5/6","2.5YR 5/8","n/a","0","n/a","0","n/a","n/a","n/a","Pit to 1m, sandy, orange.",31,"1",NA,"N",0.015,5.95,"M","NC","NC","PO","NC","PO",NA,"2","QDA054748"
"2642","QDACYP0016-58601","QDACYP0016",58601,0.5,0.75,"B2","CS","-","K","2.5YR 5/6","2.5YR 5/8","B","1","1","1","1","H","R","Pit to 1m, sandy, orange.",31,"1",NA,"N",0.1,5.88,"W","NC","NC","PO","NC","PO",NA,"2","QDA054749"
"2643","QDACYP0016-58601","QDACYP0016",58601,0.75,1,"B2","CS","-","K","2.5YR 5/6","2.5YR 5/8","n/a","0","n/a","0","n/a","n/a","n/a","Pit to 1m, sandy, orange.",31,"1",NA,"N",0.13,6.25,"W","NC","NC","PO","NC","PO",NA,"2","QDA054750"
"2644","QDACYP0009-58594","QDACYP0009",58594,0.85,0.95,"B3","CL","NC","NC","10YR 4/6","10YR 5/6","P","4","2","0","n/a","n/a","n/a","Pale mottles also present at 65/85",31,"2",NA,"N",0.023,6.31,"M","NC","NC","PL","NC","PL",NA,"3","QDA054536"
"2645","SAAFLB0004-58611","SAAFLB0004",58611,0,0.1,"NC","SL","NC","NC","10YR 3/4","7.5YR 4/6","NC","NC","NC","NC","NC","NC","NC",NA,31,"1",NA,"N",0.036,6.41,"W","NC","NC","PO","NC","GR",NA,"2","SAA000747"
"2646","SAAFLB0004-58611","SAAFLB0004",58611,0.1,0.2,"NC","SL","NC","NC","10YR 3/5","7.5YR 4/4","NC","NC","NC","NC","NC","NC","NC",NA,31,"2",NA,"N",0.028,6.33,"W","NC","NC","PO","NC","GR",NA,"3","SAA000748"
"2647","SAAFLB0004-58611","SAAFLB0004",58611,0.2,0.3,"NC","SL","NC","NC","10YR 3/6","7.5YR 4/4","NC","NC","NC","NC","NC","NC","NC",NA,31,"3",NA,"N",0.013,6.67,"W","NC","NC","PO","NC","GR",NA,"4","SAA000749"
"2648","SAAFLB0004-58611","SAAFLB0004",58611,0.3,0.4,"NC","SL","NC","NC","10YR 4/4","7.5YR 5/4","NC","NC","NC","NC","NC","NC","NC",NA,31,"4",NA,"N",0.022,6.47,"W","NC","NC","PO","NC","GR",NA,"5","SAA000750"
"2649","SAAFLB0004-58611","SAAFLB0004",58611,0.4,0.5,"NC","SL","NC","NC","10YR 5/4","7.5YR 5/5","NC","NC","NC","NC","NC","NC","NC",NA,31,"5",NA,"N",0.006,6.54,"W","NC","NC","PO","NC","GR",NA,"6","SAA000751"
"2650","VCAAUA0004-58612","VCAAUA0004",58612,0.2,0.3,"B","SL","NC","NC","10YR 3/2","10YR 3/3","n/a","0","n/a","0","n/a","n/a","n/a","Micro relief O=Rocky outcrop.  Soil Surface Covered with vegetation. 0-10cm horizon- no clear transition of A horizon to 10-20cm. ",31,"2",NA,"N",0.03,4.8,"M","R","NC","PO","NC","PO",NA,"4","VCA001172"
"2651","VCAAUA0004-58612","VCAAUA0004",58612,0.3,0.4,"B","SL","NC","NC","10YR 3/2","10YR 3/3","n/a","0","n/a","0","n/a","n/a","n/a","Micro relief O=Rocky outcrop.  Soil Surface Covered with vegetation. 0-10cm horizon- no clear transition of A horizon to 10-20cm. ",31,"2",NA,"N",0.02,4.7,"M","R","NC","PO","NC","PO",NA,"4","VCA001173"
"2652","VCAAUA0004-58612","VCAAUA0004",58612,0.4,0.5,"B","CS","NC","NC","5YR 2.5/2","5YR 4/4","n/a","0","n/a","0","n/a","n/a","n/a","Micro relief O=Rocky outcrop.  Soil Surface Covered with vegetation. 0-10cm horizon- no clear transition of A horizon to 10-20cm. ",31,"2",NA,"N",0.036,4.69,"M","R","NC","PO","NC","PO",NA,"3","VCA001174"
"2653","VCAAUA0004-58612","VCAAUA0004",58612,0,0.1,"A","SL","NC","NC","7YR 3/1","7YR 3/3","n/a","0","n/a","0","n/a","n/a","n/a","Micro relief O=Rocky outcrop.  Soil Surface Covered with vegetation. 0-10cm horizon- no clear transition of A horizon to 10-20cm. ",31,"1",NA,"N",0.055,4.88,"W","R","NC","PO","NC","PO",NA,"3","VCA001170"
"2654","NSABHC0014-53609","NSABHC0014",53609,0.4,0.5,NA,"NC","NC","NC",NA,NA,"NC","0","NC","NC","NC","NC","NC",NA,7,"11",NA,"NC",NA,NA,"NC","NC",NA,"NC",NA,"NC",NA,"11","NSA050446"
"2655","QDACYP0014-58599","QDACYP0014",58599,0,0.05,"A","LS","NC","F","10 YR 3/2","10YR 4/3","n/a","0","n/a","0","n/a","n/a","n/a","yellow sandy soil. pit to 60cm bottom 30cm ironstone gravel.",31,"1",NA,"N",0.038,5.61,"S","NC","NC","PO","NC","PO",NA,"2","QDA054685"
"2656","QDACYP0018-58603","QDACYP0018",58603,0,0.05,"A","S","NC","K","5YR 5/4","5YR 6/4","n/a","0","n/a","0","n/a","n/a","n/a","Pit in NW corner",31,"2",NA,"N",0.023,5.74,"S","NC","NC","PO","NC","PO",NA,"3","QDA054810"
"2657","QDACYP0011-58596","QDACYP0011",58596,0.09,0.25,"A2","CL","NC","NC","10YR 4/3","10YR 7/6","n/a","0","n/a","0","n/a","n/a","n/a","hard clay. 1m pit, augered 70",31,"1",NA,"N",0.008,5.76,"M","NC","NC","PO","NC","PO",NA,"2","QDA054588"
"2658","QDACYP0011-58596","QDACYP0011",58596,0.25,0.45,"A3","LMC","NC","NC","7.5YR 5/5","7.5YR 6/5","O","2","2","0","n/a","n/a","n/a","hard clay. 1m pit, augered 70",31,"2",NA,"N",0.007,5.91,"M","NC","NC","PO","NC","PO",NA,"3","QDA054589"
"2659","QDACYP0011-58596","QDACYP0011",58596,0.45,0.65,"B1","MC","NC","NC","5YR 4/3","5YR 4/4","O","3","2","0","n/a","n/a","n/a","hard clay. 1m pit, augered 70",31,"2",NA,"N",0.007,5.91,"M","NC","NC","PO","NC","PO",NA,"3","QDA054590"
"2660","QDACYP0011-58596","QDACYP0011",58596,0.65,0.75,"B2","MHC","NC","NC","2.5YR 4/3","2.5YR 4/4","O","4","3","0","n/a","n/a","n/a","hard clay. 1m pit, augered 70",31,"1",NA,"N",0.008,5.86,"M","NC","NC","PO","NC","PO",NA,"2","QDA054591"
"2661","QDACYP0011-58596","QDACYP0011",58596,0.75,1,"B2","MHC","NC","NC","2.5YR 4/3","2.5YR 4/4","O","4","3","0","n/a","n/a","n/a","hard clay. 1m pit, augered 70",31,"1",NA,"N",0.006,5.92,"M","NC","NC","PO","NC","PO",NA,"2","QDA054592"
"2662","QDACYP0017-58602","QDACYP0017",58602,0.1,0.2,"A2","LS","NC","NC","10YR 5/2","10YR 5/3","n/a","0","n/a","0","n/a","n/a","n/a","1m pit- dug 65cm, auger remaining 35cm. grey/ brown soil into whie sand",31,"2",NA,"N",0.018,3.52,"S","NC","NC","PO","NC","PO",NA,"3","QDA054779"
"2663","QDACYP0017-58602","QDACYP0017",58602,0.2,0.3,"A3","LS","NC","NC","7.5YR 4/3","7.5YR 5/4","n/a","0","n/a","0","n/a","n/a","n/a","1m pit- dug 65cm, auger remaining 35cm. grey/ brown soil into whie sand",31,"2",NA,"N",0.016,3.67,"M","NC","NC","PL","NC","PO",NA,"3","QDA054780"
"2664","QDACYP0017-58602","QDACYP0017",58602,0.3,0.45,"B1","CS","-","NC","10YR 5/4","10YR 5/6","O","2","2","0","n/a","n/a","n/a","1m pit- dug 65cm, auger remaining 35cm. grey/ brown soil into whie sand",31,"1",NA,"N",0.012,3.69,"M","NC","NC","PO","NC","PO",NA,"2","QDA054781"
"2665","QDACYP0017-58602","QDACYP0017",58602,0.45,0.65,"B2","CS","NC","NC","10YR 6/8","10YR 6/6","P","1","2","0","n/a","n/a","n/a","1m pit- dug 65cm, auger remaining 35cm. grey/ brown soil into whie sand",31,"2",NA,"N",0.012,3.51,"M","NC","NC","PL","NC","PO",NA,"3","QDA054782"
"2666","QDACYP0017-58602","QDACYP0017",58602,0.65,1,"B2","SL","NC","F","10YR 8/3","10YR 7/4","O","1","1","0","n/a","n/a","n/a","1m pit- dug 65cm, auger remaining 35cm. grey/ brown soil into whie sand",31,"1",NA,"N",0.011,3.35,"W","NC","NC","PL","NC","PL",NA,"2","QDA054783"
