"","window","QDACYP0020.adjusted.R2","window","NSTSYB0006.adjusted.R2","window","NTAFIN0015.adjusted.R2","window","SATFLB0020.adjusted.R2","window","SATFLB0003.adjusted.R2","window","WAACAR0002.adjusted.R2","window","NSANAN0002.adjusted.R2","window","NSACOP0001.adjusted.R2","window","NSAMDD0011.adjusted.R2","window","QDACHC0003.adjusted.R2","window","NSAMUL0003.adjusted.R2","window","NTAGFU0034.adjusted.R2","window","WAAGAS0001.adjusted.R2","window","NSANSS0002.adjusted.R2","window","QDAMUL0003.adjusted.R2","window","NSABBS0001.adjusted.R2","window","QDAGUP0006.adjusted.R2","window","NSTSYB0003.adjusted.R2","window","WAAPIL0023.adjusted.R2","window","SATFLB0022.adjusted.R2","window","QDAMGD0025.adjusted.R2","window","NSANAN0001.adjusted.R2","window","NTAGFU0030.adjusted.R2","window","QDASEQ0004.adjusted.R2","window","QDAMUL0002.adjusted.R2","window","SAAFLB0008.adjusted.R2","window","TCATCH0004.adjusted.R2","window","NTAFIN0003.adjusted.R2","window","QDABBN0002.adjusted.R2","window","NSAMDD0020.adjusted.R2","window","WAACOO0024.adjusted.R2","window","SAAEYB0028.adjusted.R2","window","WAACOO0029.adjusted.R2","window","SAAKAN0009.adjusted.R2","window","SAASTP0023.adjusted.R2","window","SAASTP0034.adjusted.R2","window","SASMDD0009.adjusted.R2","window","WAACOO0016.adjusted.R2","window","WAACOO0026.adjusted.R2","window","SAAEYB0021.adjusted.R2","window","WAANUL0003.adjusted.R2","window","SAAEYB0001.adjusted.R2","window","NSTSYB0005.adjusted.R2","window","NTAFIN0018.adjusted.R2","window","WAAPIL0010.adjusted.R2","window","QDAGUP0021.adjusted.R2","window","QDABBS0010.adjusted.R2","window","QDACYP0018.adjusted.R2","window","SAAFLB0005.adjusted.R2","window","WAACOO0007.adjusted.R2","window","SAASTP0033.adjusted.R2","window","SATFLB0023.adjusted.R2","window","WAAGES0001.adjusted.R2","window","NSABHC0011.adjusted.R2","window","NSAMDD0028.adjusted.R2","window","SASMDD0014.adjusted.R2","window","WAALSD0002.adjusted.R2","window","WAACAR0004.adjusted.R2","window","SAAGAW0008.adjusted.R2","window","WAACOO0027.adjusted.R2","window","WAANOK0006.adjusted.R2","window","NTTDMR0003.adjusted.R2","window","NTASTU0004.adjusted.R2","window","TCATNM0003.adjusted.R2","window","QDASSD0015.adjusted.R2","window","QDACYP0006.adjusted.R2","window","QDAGUP0009.adjusted.R2","window","SAAFLB0003.adjusted.R2","window","WAAPIL0031.adjusted.R2","window","QDAMGD0023.adjusted.R2","window","TCATNM0001.adjusted.R2","window","NTADAC0001.adjusted.R2","window","SASMDD0005.adjusted.R2","window","WAAAVW0006.adjusted.R2","window","NSAMDD0001.adjusted.R2","window","NTAFIN0006.adjusted.R2","window","SAAEYB0029.adjusted.R2","window","NTAGFU0020.adjusted.R2","window","WAAPIL0024.adjusted.R2","window","SATFLB0019.adjusted.R2","window","QDABBS0002.adjusted.R2","window","QDAGUP0019.adjusted.R2","window","QDAEIU0005.adjusted.R2","window","QDACYP0022.adjusted.R2","window","VCAAUA0012.adjusted.R2","window","QDAMGD0002.adjusted.R2","window","QDAMGD0024.adjusted.R2","window","NTAGFU0014.adjusted.R2","window","NTADMR0001.adjusted.R2","window","WAACOO0030.adjusted.R2"
"174",866,0.0632266864269907,866,0.0256086257203013,866,0.201013933125449,866,0.318525165717079,866,0.031569014618991,866,0.198374763256927,866,0.0827501643972661,866,0.109541695647686,866,0.0966272831631675,866,0.151317394730823,866,0.266896584778307,866,0.405478315589977,866,0.0590475249161415,866,0.070094219952449,866,0.307605824423371,866,0.126047866236211,866,0.519229456698367,866,0.000746569808717901,866,0.151206703680083,866,0.353045105169555,866,0.379176969297253,866,0.0790258274681417,866,0.208134025871358,866,0.060664965025543,866,0.240110600150681,866,0.0807917034093898,866,-0.00121098766320182,866,0.178577383957773,866,0.243044173839623,866,0.113915715103994,866,0.0304273385470732,866,-0.000119191863322765,866,0.000502490165228742,866,0.0913879171439532,866,0.097696315362191,866,0.0787296036819238,866,0.064387984401621,866,0.174646201779978,866,-0.000589063379361265,866,0.109394047370499,866,0.0677591547016333,866,0.226564252182973,866,0.0931429209870027,866,0.113105417180903,866,0.221590929247965,866,0.165049175968438,866,0.0529541724417765,866,0.0333826919242044,866,0.0357949062989148,866,0.00707134529713072,866,0.0397804848535888,866,0.350560036733001,866,0.386369895265784,866,0.208980748248047,866,0.0734704045970411,866,0.0532208872227743,866,0.178008049835143,866,0.165042610527132,866,0.0440331843822421,866,0.0343920014241208,866,0.217258861157164,866,0.210645442650049,866,0.322162315616478,866,0.0186809436738516,866,0.0586795841868856,866,0.338282344173458,866,0.206002565609736,866,0.110348381147989,866,0.34184764631924,866,0.140434190022182,866,0.00182255634705586,866,0.103298371016872,866,0.0623635568351381,866,0.112120730827233,866,0.0401251627871285,866,0.0149385923444594,866,0.168602385610227,866,0.152900635790327,866,0.203104451613772,866,0.412117148664055,866,0.084371038678748,866,0.000182253852608616,866,0.205728856970496,866,0.250457969149765,866,0.0126116286177631,866,0.147751431965155,866,0.0292549984157762,866,0.193371588032611,866,0.39814514458994,866,0.0723429018632969
"175",871,0.0668494099823752,871,0.0252284772868095,871,0.20353651628477,871,0.318486252390253,871,0.029708325394352,871,0.194670918576508,871,0.083888560755407,871,0.108187383415307,871,0.0968725485410551,871,0.151178564167413,871,0.267107434011057,871,0.404749645434115,871,0.0588337415138875,871,0.0690240575123866,871,0.31173568617888,871,0.12647721469978,871,0.522724241287313,871,0.00089434078177475,871,0.150223368639518,871,0.354440214546328,871,0.377706263274933,871,0.0810164907590771,871,0.208077851927349,871,0.0621218912877004,871,0.243971530032837,871,0.0784877983248429,871,-0.00112986974160068,871,0.180606607151257,871,0.24559698984329,871,0.113348952045751,871,0.0319365289664552,871,-9.59439151611008e-05,871,0.000667769867145784,871,0.0875791162531504,871,0.0960693837418227,871,0.0789160790446756,871,0.06275258665312,871,0.174485185826288,871,-0.000599833608049938,871,0.105579018303255,871,0.069806227514604,871,0.223455772123963,871,0.0901598067343757,871,0.111010525165241,871,0.22102167370643,871,0.163518364837198,871,0.0507389592716703,871,0.0322596175664961,871,0.0341543942474246,871,0.00755825354531348,871,0.0401681577954491,871,0.351775401499711,871,0.383319127312763,871,0.209107461761809,871,0.0732563850295729,871,0.0530261707205224,871,0.18001867613762,871,0.161411622102202,871,0.0447573496235254,871,0.0344527439811261,871,0.212791432371458,871,0.209699643915847,871,0.312912506757307,871,0.0189376096239524,871,0.0598904874501418,871,0.340288261004333,871,0.201287621354801,871,0.107250466539225,871,0.345339645559485,871,0.141995816958679,871,0.00217059070920722,871,0.100488138216944,871,0.0619779708090685,871,0.111057671620371,871,0.0396116899759278,871,0.0146866633708861,871,0.167004958635797,871,0.157515332680592,871,0.201181723134671,871,0.412483364158031,871,0.0847617198164068,871,4.2638793421701e-05,871,0.2061407500463,871,0.258181819306277,871,0.0118960860965029,871,0.14634033475187,871,0.0285643541449969,871,0.191302887236328,871,0.399846982692563,871,0.0714509866219822
"176",876,0.0710950554224005,876,0.0246996221293103,876,0.205663863554026,876,0.319233475107986,876,0.0268522965445154,876,0.19260310027701,876,0.081731332647908,876,0.10600996348737,876,0.0981045929394148,876,0.147948549654733,876,0.26640015690614,876,0.401972104745912,876,0.0570789543527609,876,0.0690775741259758,876,0.316656403913721,876,0.127457167649699,876,0.531050621804871,876,0.000931047548777708,876,0.150522014622422,876,0.353414281055514,876,0.374351384738531,876,0.0821290722695202,876,0.207985797467533,876,0.0638967194252822,876,0.248309845881726,876,0.0774374203894398,876,-0.00118894364006472,876,0.182239460183313,876,0.248183518005767,876,0.112300411753271,876,0.0315134828137499,876,-0.000361684250500982,876,0.00052070809969873,876,0.0822181766911649,876,0.0984895983169043,876,0.0770840897401867,876,0.0617254356841178,876,0.172197480154368,876,-0.000546246972718212,876,0.101542250527503,876,0.072087353841377,876,0.218858729607401,876,0.0892358637072048,876,0.112213123448985,876,0.222994576244144,876,0.159764168760631,876,0.0498626770599711,876,0.0330946772837344,876,0.0332676571990526,876,0.00891952133324991,876,0.0393019240533569,876,0.352255967998819,876,0.37732319792834,876,0.208679183375952,876,0.0719338378713756,876,0.0523522839464764,876,0.181509333630028,876,0.159830597320168,876,0.0445701589055719,876,0.033601123896869,876,0.207995781721204,876,0.207544276132823,876,0.302859119702483,876,0.0194479690110385,876,0.0593266806860491,876,0.342624330699834,876,0.198284741470752,876,0.103139399526791,876,0.350357694646493,876,0.144769991834315,876,0.00247674251792918,876,0.0966804268852289,876,0.0620369972970819,876,0.109854099489708,876,0.0383108242587933,876,0.0144997093354392,876,0.16677759819273,876,0.160996989167935,876,0.199005681050723,876,0.409986907254756,876,0.082203492017729,876,-8.65083787049414e-07,876,0.207331262532605,876,0.265492186756187,876,0.011724949238593,876,0.144822857166393,876,0.0280194052023608,876,0.189431718222745,876,0.399673369649227,876,0.0705688050657926
"177",881,0.0741631681904789,881,0.0237283932138226,881,0.206813621949851,881,0.319091582483656,881,0.0241335197529478,881,0.189284884353055,881,0.0816501472670075,881,0.105767864092591,881,0.0995719377757992,881,0.14726441482562,881,0.268168732660919,881,0.395916473421134,881,0.0560535940028573,881,0.0692804251147771,881,0.31958827868698,881,0.126459229760006,881,0.533383807697695,881,0.000925982635425315,881,0.152249437262138,881,0.35373958310117,881,0.373779543639072,881,0.0838776244874088,881,0.205545665472745,881,0.0652013430730307,881,0.252390790303215,881,0.0759428047104743,881,-0.00115939661339892,881,0.183232530233489,881,0.249252398565633,881,0.111365016250867,881,0.0322612558549711,881,-0.000466845856086362,881,0.000595459580238544,881,0.0791438887907844,881,0.0988994224233909,881,0.0782596690768647,881,0.0612365612854026,881,0.174126463993775,881,-0.00058383762983949,881,0.0967771979525847,881,0.0734009783273086,881,0.210730902438288,881,0.0883590329135908,881,0.113362383207692,881,0.222845181881408,881,0.155504352880151,881,0.0482446166477781,881,0.0340161665302265,881,0.0316866388518364,881,0.00929961740000118,881,0.03899070764169,881,0.354284424882254,881,0.372075330062627,881,0.20480427870557,881,0.0722201565819455,881,0.0517056160392592,881,0.183539229307672,881,0.157141243594387,881,0.0446536068228828,881,0.0333625714385506,881,0.201414995758817,881,0.203738583213271,881,0.291168812583998,881,0.0197739698363861,881,0.0590843255905793,881,0.342186849445273,881,0.192368235893002,881,0.0992203750282955,881,0.35321654229609,881,0.146820925337769,881,0.00196818398789833,881,0.0920107779424396,881,0.0622915503910776,881,0.10747828346953,881,0.0382048614820918,881,0.0145290119870124,881,0.164043156643512,881,0.162859159204562,881,0.197495151512405,881,0.408395557207164,881,0.0808136806439399,881,1.01984500281427e-05,881,0.205838016921457,881,0.272828732623592,881,0.011720404329331,881,0.143263178181779,881,0.0274170775660759,881,0.185295396298129,881,0.401263156421836,881,0.0722666022481765
"178",886,0.0779632470352797,886,0.0232113340471547,886,0.208389483465072,886,0.322186356512936,886,0.0214650705383105,886,0.185834447532537,886,0.0798104846131484,886,0.105124152414047,886,0.0995461525479068,886,0.146835728138948,886,0.268754524909263,886,0.390333317385848,886,0.0550731885964877,886,0.0698211941890345,886,0.324325826572443,886,0.126654062969294,886,0.536935295176596,886,0.000876445501184153,886,0.152792882027183,886,0.353987299197692,886,0.370204373141898,886,0.0831044915699732,886,0.200663012237952,886,0.0654327668185067,886,0.257187170264553,886,0.0760958153727351,886,-0.00118208552922328,886,0.18514595473231,886,0.251712142390864,886,0.110977527013402,886,0.0339217796934246,886,-0.000738221841140474,886,0.000705388146629571,886,0.0756281928757923,886,0.0979313503098841,886,0.080217501428384,886,0.0598108946503396,886,0.173980009743812,886,-0.000604180613495098,886,0.0951449207279497,886,0.0748992777473024,886,0.203498298105178,886,0.0883461302554831,886,0.111550057846418,886,0.223964287354045,886,0.151504418616439,886,0.0430411273733837,886,0.0331368760445728,886,0.0316451583439491,886,0.00936566555730667,886,0.0397865058766849,886,0.357653431329446,886,0.364489100572121,886,0.203472004283951,886,0.0720730127435553,886,0.0513226867337787,886,0.185751470686693,886,0.153238109552746,886,0.0445912656662858,886,0.033421043344863,886,0.194532121893995,886,0.200763902998561,886,0.277907543410761,886,0.0204522708112725,886,0.0586867350551862,886,0.342246427786405,886,0.18684929507141,886,0.0930437938170475,886,0.356069621786503,886,0.147561589771426,886,0.00194975366200645,886,0.0860435435793178,886,0.0616020210154579,886,0.105438422541955,886,0.0384354102640472,886,0.0141765087669581,886,0.165444945184361,886,0.165930597331285,886,0.195182308021195,886,0.409650525227551,886,0.0771928474477979,886,-0.000152644944032998,886,0.2038761922823,886,0.278810361205824,886,0.0115097654776395,886,0.139811024363021,886,0.026948939528055,886,0.180391246215408,886,0.404357006725814,886,0.0735491368754109
"179",891,0.0811262329873518,891,0.0209594738561872,891,0.20980747534277,891,0.321254809562914,891,0.0192590145730631,891,0.18218091930036,891,0.0785911958460032,891,0.106352182176734,891,0.101733561356899,891,0.144551660286117,891,0.268147525137639,891,0.383190290203737,891,0.0542745780164872,891,0.0677464220560747,891,0.330542556720771,891,0.125788115776409,891,0.541371242084697,891,0.000708305250629704,891,0.153792708178172,891,0.352231925641875,891,0.365843059369503,891,0.0821656686130272,891,0.196071983399845,891,0.0645130477925798,891,0.262832971027984,891,0.0753109946797133,891,-0.0012687807331504,891,0.185001223471893,891,0.255628002667231,891,0.111650789950719,891,0.0341193177372981,891,-0.000903496435392448,891,0.000648199551218975,891,0.0708526587566601,891,0.0984814613093055,891,0.0819045977053366,891,0.0594110629021207,891,0.171714639099955,891,-0.000609523854727234,891,0.0931328266545637,891,0.076018670657669,891,0.193777741490611,891,0.0871422257141758,891,0.10987516414095,891,0.224887489898823,891,0.146028266083938,891,0.041531438951429,891,0.0330675679641521,891,0.0295236982613858,891,0.0112817118335055,891,0.0393088368345589,891,0.359939382650508,891,0.355317279229174,891,0.201762733621059,891,0.0712257089256497,891,0.0510795853975063,891,0.186123151353999,891,0.150170540692893,891,0.0454643039733613,891,0.0330569289048954,891,0.186901660645246,891,0.19677799437952,891,0.26373437426347,891,0.0181607917108572,891,0.0587859701472869,891,0.339241423374724,891,0.180861069445525,891,0.0891733650454904,891,0.359776849583616,891,0.149698765933509,891,0.00172578139327662,891,0.0792575537787908,891,0.0611589420601768,891,0.103984370162423,891,0.0377468451981426,891,0.0139618048148715,891,0.163824822888382,891,0.167993893407981,891,0.191208551428536,891,0.408411686772125,891,0.0746997930004162,891,-0.000202063228041061,891,0.20224082910792,891,0.282476968822791,891,0.011134142346982,891,0.137166804990017,891,0.0264575266745258,891,0.176386620130147,891,0.404160989568511,891,0.0740357771533289
"180",896,0.0830090745123708,896,0.0204133970595999,896,0.211786154118191,896,0.320633248047976,896,0.0174148549169791,896,0.178427423676664,896,0.0780986842943706,896,0.107127433667722,896,0.102634975197699,896,0.144370046894391,896,0.269084400530969,896,0.37409542280847,896,0.0535890189580525,896,0.0689740385744636,896,0.333072213929807,896,0.125718690466073,896,0.542142477738514,896,0.000805918322710486,896,0.15586920241137,896,0.351781240246126,896,0.362792530640783,896,0.0833491273276552,896,0.189532866739724,896,0.0654863271576313,896,0.26486102478469,896,0.0751226277472983,896,-0.00128846012560868,896,0.185130744946943,896,0.256367268373413,896,0.110999160253596,896,0.0348302673069181,896,-0.00119340169323623,896,0.000716145254338052,896,0.0702869380666198,896,0.0984387898252675,896,0.0740043947004191,896,0.0596414430028371,896,0.17198432425604,896,-0.00063010497085525,896,0.0883717432580774,896,0.0759574780291518,896,0.182876930997037,896,0.0864353508364001,896,0.108688428687176,896,0.2256407274198,896,0.140312209750133,896,0.0388962444560899,896,0.0331016380581108,896,0.0277432840893774,896,0.0127354790531328,896,0.032334514075689,896,0.358498230316966,896,0.347684266433398,896,0.201938660849772,896,0.0719919365596191,896,0.0509422220703413,896,0.186991966839168,896,0.145645493540762,896,0.0444547683850224,896,0.032899252831914,896,0.17807957766817,896,0.190611409797606,896,0.247322085236862,896,0.0177302166536309,896,0.0587756282607516,896,0.334545083698357,896,0.173084420226892,896,0.0818448164579061,896,0.362272960257144,896,0.150716007821341,896,0.00208563353356606,896,0.0730016008264056,896,0.0609366381777366,896,0.102472924382974,896,0.0371140214565918,896,0.0134938744855004,896,0.162626665626659,896,0.168505488924186,896,0.190347735678925,896,0.40651593712836,896,0.072598097720833,896,-0.00024055682364188,896,0.1993030859344,896,0.284870257994846,896,0.0110903191747077,896,0.135522885619596,896,0.0253934851844859,896,0.171060280298485,896,0.406563410174704,896,0.0709236976627986
"181",901,0.0851989838725392,901,0.019972850168023,901,0.21489351458759,901,0.322707375189448,901,0.0160250993908668,901,0.176289659552596,901,0.0776879281398933,901,0.106316711562455,901,0.102467602838565,901,0.143392501717428,901,0.268114460138808,901,0.366774602053713,901,0.0531700378667199,901,0.0674012467291082,901,0.33530699973533,901,0.123873495666064,901,0.542257685319619,901,0.000859543508817673,901,0.156497620359207,901,0.352881630120449,901,0.357179920268913,901,0.0826393170435532,901,0.184866474121657,901,0.0651443760234511,901,0.267852172596998,901,0.075304717167572,901,-0.00128541139170624,901,0.185540076792317,901,0.256861910769221,901,0.109663009516108,901,0.0344378200796501,901,-0.00137801457237052,901,0.000649976827180376,901,0.0669687673314124,901,0.0932952516159119,901,0.0768089806774838,901,0.0594980494637291,901,0.170162305206912,901,-0.000612871658829839,901,0.0865479639700973,901,0.0766113805545413,901,0.170720329873773,901,0.0860343893564852,901,0.107940178913241,901,0.224140962664298,901,0.133050199088594,901,0.0380867328778056,901,0.0321497525053692,901,0.0258224717415177,901,0.0138624901087991,901,0.0335456971722258,901,0.359432003967851,901,0.337738520055232,901,0.200113168225814,901,0.0722381762691544,901,0.0512287792286926,901,0.189411270362833,901,0.14246342394367,901,0.0444404728252079,901,0.0327620995446694,901,0.168203435004751,901,0.18511008726071,901,0.230200321163134,901,0.0166293536310846,901,0.0565450637258925,901,0.328506541024759,901,0.165264369798984,901,0.0782171557666013,901,0.36434355347359,901,0.150223499714595,901,0.00197440987830588,901,0.0648366232771219,901,0.0615860570287629,901,0.0984188571853145,901,0.0372753812952501,901,0.0130822581087732,901,0.162161807739099,901,0.169046751673407,901,0.187825892754125,901,0.406827312602809,901,0.0688140809652247,901,-0.000309971794918873,901,0.196007381448837,901,0.286020133972759,901,0.0111458716772626,901,0.133288557609851,901,0.0247562590944076,901,0.165687857812628,901,0.409108010591535,901,0.0701276757693253
"182",906,0.0864537911119223,906,0.0195752189859817,906,0.218103041436681,906,0.324765923978377,906,0.0133996250850649,906,0.172538197954397,906,0.0780062929964077,906,0.105585729736185,906,0.104128606437611,906,0.141091109109625,906,0.266392430840218,906,0.357557044591777,906,0.0515869700769432,906,0.0686694604912818,906,0.337986925449362,906,0.121806559716134,906,0.539399481049711,906,0.000529220711691591,906,0.157351789232675,906,0.354104423585947,906,0.350777866481578,906,0.0835609284728331,906,0.178334809226051,906,0.0639753190711515,906,0.270427520670562,906,0.0737482766418988,906,-0.00129701024491546,906,0.187010880541833,906,0.257210544898381,906,0.109504018236296,906,0.0341127492023744,906,-0.001371975497519,906,0.000663607797410926,906,0.0623690521174486,906,0.0930072828935026,906,0.0749023683463222,906,0.0606850498966502,906,0.169488626167583,906,-0.000635916760237665,906,0.0824200603915998,906,0.0775901382315012,906,0.159850781404749,906,0.0849907950006076,906,0.109376731334504,906,0.224562456527781,906,0.125677582685881,906,0.0361872052420049,906,0.0307938964961804,906,0.0252231855508527,906,0.015969220327676,906,0.0320308190837237,906,0.36130325153279,906,0.329450817067634,906,0.198237759601675,906,0.0722051366805831,906,0.0522990811229249,906,0.190435244374686,906,0.137959685810147,906,0.044683264732777,906,0.0326194382574845,906,0.158916519756782,906,0.180217741059515,906,0.214576092796313,906,0.0163568337644119,906,0.0559554962706867,906,0.319985428114008,906,0.157624033157343,906,0.0718742567166117,906,0.366154494800478,906,0.15051715423649,906,0.00262783879759099,906,0.0570266503870525,906,0.0639608385254322,906,0.096367077432178,906,0.0365202934651336,906,0.0125452311081028,906,0.161349728778449,906,0.16770937638978,906,0.183984008601617,906,0.407267924107273,906,0.065668325290748,906,-0.000327166785251576,906,0.191331308202771,906,0.285472475523938,906,0.011411763303659,906,0.131231300100283,906,0.0235329381168267,906,0.1602794095817,906,0.408297096357529,906,0.0697115798953236
"183",911,0.0881796960504769,911,0.0201028443173391,911,0.221045515972268,911,0.325252107483211,911,0.0120914430075212,911,0.168702652095664,911,0.0805102180181455,911,0.10467474583854,911,0.105097916314246,911,0.13849069001525,911,0.265677014174611,911,0.34594137117099,911,0.0504908160736639,911,0.0672075845397333,911,0.339207097481726,911,0.120598260354544,911,0.535263735928938,911,0.000484617753952699,911,0.156846066214534,911,0.352674334477964,911,0.345080333998534,911,0.0858289942696713,911,0.168272482399985,911,0.0652915939455052,911,0.272540587345605,911,0.0714374690612264,911,-0.00129524684156523,911,0.188038013346299,911,0.255890304776442,911,0.107365615126618,911,0.0347446087548984,911,-0.00144308738084153,911,0.000655252631967085,911,0.060797228038434,911,0.0920878684986605,911,0.0681621679102747,911,0.0615337371330377,911,0.16956750865598,911,-0.000626866921575653,911,0.0773148434093183,911,0.0762676807969431,911,0.152113818799288,911,0.0839211627904974,911,0.108745464834113,911,0.226579625539079,911,0.116967323792098,911,0.0338607908428115,911,0.0303454427548432,911,0.0239402462729286,911,0.0171865471940866,911,0.0256892222436705,911,0.357081669550535,911,0.323481111850433,911,0.198586605240104,911,0.0723739378871526,911,0.0516489471867595,911,0.189069700871934,911,0.134435128961002,911,0.0447623750628944,911,0.0326973027945808,911,0.149898899097404,911,0.174693475256741,911,0.198678195032277,911,0.016013062291932,911,0.0548006968578899,911,0.309485713374377,911,0.149898251290454,911,0.0656874920381979,911,0.367108049657757,911,0.149801405915081,911,0.00239255265830174,911,0.0493681850741322,911,0.0659336758150214,911,0.0932496230393052,911,0.0351231605974822,911,0.011733291034796,911,0.160559254248321,911,0.166913692175167,911,0.180622279796967,911,0.405681366777366,911,0.0614780996798986,911,-0.000330457992600452,911,0.185784712425668,911,0.28035891565642,911,0.0112714074883904,911,0.129791627738202,911,0.0227680401645719,911,0.153943553679158,911,0.408076061540121,911,0.0694854867106851
"184",916,0.0886751955591731,916,0.019010101032145,916,0.222970378942813,916,0.325715408777771,916,0.0105596165018231,916,0.164772090201246,916,0.0789524628267212,916,0.104354838786315,916,0.105641379138066,916,0.13637457731122,916,0.26498510727409,916,0.336636427223846,916,0.0499503426264476,916,0.0650599038859045,916,0.339083461054171,916,0.120293579851924,916,0.531009684438188,916,0.000575755731395011,916,0.156500811861417,916,0.353222135551485,916,0.34117991261405,916,0.0861537002922214,916,0.160420871182528,916,0.0661107876680147,916,0.274767063133644,916,0.0704631291456386,916,-0.00127649879577141,916,0.18878777429918,916,0.256308503377156,916,0.106253427949967,916,0.0344454727139772,916,-0.00146538053119949,916,0.000631008423669366,916,0.0585058771191971,916,0.0871306925518729,916,0.0693530023026012,916,0.059962772571425,916,0.16757159781237,916,-0.000568978409721144,916,0.0736842803088141,916,0.0745844090028869,916,0.143443272132758,916,0.0835295376446574,916,0.107480675307086,916,0.222806901256997,916,0.107733942742548,916,0.0319819856337443,916,0.029362461750806,916,0.0231149970063059,916,0.0189601179723853,916,0.0265002671239998,916,0.358128980323261,916,0.313527831969329,916,0.198928981118274,916,0.0711529168321864,916,0.0510387266658154,916,0.187905112971367,916,0.131021952030009,916,0.0455261834215321,916,0.0320587665497446,916,0.138935609765742,916,0.168771345346776,916,0.180503891456071,916,0.0157195498036959,916,0.0523935012113697,916,0.298338300802029,916,0.142445588405401,916,0.0637373473607711,916,0.367315850034836,916,0.150874142634538,916,0.00222211154315899,916,0.0403353056193747,916,0.0650319272842689,916,0.0896126219013981,916,0.0345331711321889,916,0.0113303394552929,916,0.161985985170488,916,0.165554547258137,916,0.178157985175808,916,0.404153110428051,916,0.0573856216799153,916,-0.000310707799499266,916,0.181547455463244,916,0.274759485210367,916,0.0123176346667851,916,0.127948920650766,916,0.0223753112869727,916,0.147943461666283,916,0.406740334973335,916,0.0697415875003006
"185",921,0.0878574431379741,921,0.0188085643869047,921,0.225671027785055,921,0.327021568957431,921,0.00930299242206223,921,0.161339355654699,921,0.0805382456799034,921,0.106739808083691,921,0.106781440034398,921,0.134945511325797,921,0.264664663214638,921,0.325266908291387,921,0.0481638469420368,921,0.0660636849963522,921,0.340030412337998,921,0.120923225627874,921,0.524142609471687,921,0.000745539634947279,921,0.156104173379215,921,0.353727493739558,921,0.336940757850349,921,0.0868795560800415,921,0.151533162006684,921,0.0650028164601651,921,0.277066293486394,921,0.0676313583443126,921,-0.00117920349205836,921,0.189158016964549,921,0.254938447344972,921,0.106289124524954,921,0.033611582721832,921,-0.0014655010005078,921,0.000512320613193618,921,0.0556556819973366,921,0.0858985664941209,921,0.0690916369045428,921,0.0607484266460072,921,0.166405820486264,921,-0.00055102922695216,921,0.0699355176865406,921,0.074465658738875,921,0.133510338029398,921,0.0825638402058255,921,0.10656126005306,921,0.223181340307423,921,0.0994710210257984,921,0.0288632157425855,921,0.0288341696188098,921,0.0205938666951047,921,0.0202719058253397,921,0.0267839506362038,921,0.356811714635033,921,0.304979015072414,921,0.197636749129748,921,0.0707652534174824,921,0.0515471120112381,921,0.187580005177977,921,0.127850901575007,921,0.0449029362558877,921,0.0318381706310532,921,0.129421025121542,921,0.162109796178905,921,0.16374044509903,921,0.0154739359436049,921,0.0516063438164125,921,0.286056459242082,921,0.134098389301846,921,0.057491989683937,921,0.366462217448353,921,0.150232209593021,921,0.00223283635658567,921,0.0326754061850645,921,0.0675451704351179,921,0.0878067092821152,921,0.0339487449355422,921,0.0106245924318593,921,0.162228142731277,921,0.161556025711221,921,0.174175506006499,921,0.403085752483106,921,0.054976854614436,921,-0.000246820140962223,921,0.175118234287823,921,0.267334385906038,921,0.0133092629845752,921,0.12542473842404,921,0.0214027858330937,921,0.141164810462192,921,0.405214738389857,921,0.0692831947953375
"186",926,0.0864530656088903,926,0.0200075483436277,926,0.226962552931107,926,0.327681725036178,926,0.00783564173831097,926,0.156153479928925,926,0.0809410836702116,926,0.107241778633513,926,0.10932421147695,926,0.131381297385076,926,0.264143164934682,926,0.31293820230123,926,0.0467409771829199,926,0.0656657718068769,926,0.340599844346609,926,0.120407670010285,926,0.517404444764,926,0.000563307368536825,926,0.157434942618935,926,0.354353092977571,926,0.331480397813829,926,0.0863914997842826,926,0.1413583087032,926,0.0654728340215106,926,0.277983922980474,926,0.0683166009427955,926,-0.00110149286285965,926,0.1886688746863,926,0.253409446509695,926,0.106129098459905,926,0.0321692921784217,926,-0.00145535605582459,926,0.000514460802944372,926,0.051893545434071,926,0.08514175016166,926,0.0685594571036406,926,0.0633149140337789,926,0.166668509933578,926,-0.000539265701960279,926,0.0658972794948075,926,0.0737904402834435,926,0.125936128788137,926,0.0840479826110619,926,0.105760870955469,926,0.222062159884065,926,0.0902207274633052,926,0.0270963715027894,926,0.0273327766867535,926,0.0193602653127047,926,0.0221216836566877,926,0.0270672269868651,926,0.353860988301374,926,0.296364514772781,926,0.197112872830123,926,0.0692790969364611,926,0.0533723180026542,926,0.187748860945201,926,0.123167150438741,926,0.0439306552341174,926,0.0314614655229214,926,0.118189474542249,926,0.156070142122543,926,0.148362993906483,926,0.0146958004323426,926,0.0500732979887736,926,0.274179992034463,926,0.126262529177267,926,0.0517709770274878,926,0.367990278016407,926,0.148684757529946,926,0.00236535295448748,926,0.0254995145839718,926,0.0695355689944097,926,0.085553156702461,926,0.0335089736582682,926,0.00964580011792648,926,0.163421521514207,926,0.157565382472214,926,0.170436974362188,926,0.402732875473585,926,0.0502298443113034,926,-0.000249392001121729,926,0.168181694235015,926,0.260812332338648,926,0.0132769275069106,926,0.122127291059262,926,0.0202793008970111,926,0.134907039266372,926,0.40482631352838,926,0.066631570675171
